id,condition,slider_value,hypothesis,hypothesis_type,slider_response_type_collapsed,slider_value_normalized,slider_value_norm_2,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,action_response_collapsed,action_response
56,presentation,100,button,prior,single_action,0.333,0.667,chrome,1281,561,1366,768,FALSE,idk,no,34,male,english,176.077,26.948,3,both_actions,both
56,presentation,100,handle,prior,single_action,0.333,0.667,chrome,1281,561,1366,768,FALSE,idk,no,34,male,english,176.077,26.948,3,both_actions,both
57,presentation,100,handle,prior,single_action,0.333,0.667,chrome,1299,637,1366,768,FALSE,if we could figure out the type of toy.,no comments,39,f,english,176.974,20.051,3,both_actions,both
57,presentation,100,both,prior,both_actions,0.333,0.333,chrome,1299,637,1366,768,FALSE,if we could figure out the type of toy.,no comments,39,f,english,176.974,20.051,3,both_actions,both
57,presentation,100,button,prior,single_action,0.333,0.667,chrome,1299,637,1366,768,FALSE,if we could figure out the type of toy.,no comments,39,f,english,176.974,20.051,3,both_actions,both
58,presentation,7,both,prior,both_actions,0.084,0.084,chrome,1173,630,1280,800,FALSE,unsure,no comments,43,m,english,169.866,28.169,2,both_actions,both
58,presentation,56,handle,prior,single_action,0.675,0.916,chrome,1173,630,1280,800,FALSE,unsure,no comments,43,m,english,169.866,28.169,2,both_actions,both
58,presentation,20,button,prior,single_action,0.241,0.916,chrome,1173,630,1280,800,FALSE,unsure,no comments,43,m,english,169.866,28.169,2,both_actions,both
59,learning,36,handle,prior,single_action,0.242,0.523,chrome,1643,1354,3440,1440,FALSE,decision making,,25,m,english,127.002,25.054,3,both_actions,both
59,learning,71,both,prior,both_actions,0.477,0.477,chrome,1643,1354,3440,1440,FALSE,decision making,,25,m,english,127.002,25.054,3,both_actions,both
59,learning,42,button,prior,single_action,0.282,0.523,chrome,1643,1354,3440,1440,FALSE,decision making,,25,m,english,127.002,25.054,3,both_actions,both
60,performance,12,both,prior,both_actions,0.104,0.104,firefox,2350,600,2400,1350,FALSE,probabilities,no,30,m,english,202.26,28.483,3,both_actions,both
60,performance,52,handle,prior,single_action,0.452,0.896,firefox,2350,600,2400,1350,FALSE,probabilities,no,30,m,english,202.26,28.483,3,both_actions,both
60,performance,51,button,prior,single_action,0.443,0.896,firefox,2350,600,2400,1350,FALSE,probabilities,no,30,m,english,202.26,28.483,3,both_actions,both
61,presentation,78,handle,prior,single_action,0.363,0.535,chrome,1853,100,1920,1080,FALSE,to see how people look at instructions,none,55,f,english,401.812,44.785,2,both_actions,both
61,presentation,100,both,prior,both_actions,0.465,0.465,chrome,1853,100,1920,1080,FALSE,to see how people look at instructions,none,55,f,english,401.812,44.785,2,both_actions,both
61,presentation,37,button,prior,single_action,0.172,0.535,chrome,1853,100,1920,1080,FALSE,to see how people look at instructions,none,55,f,english,401.812,44.785,2,both_actions,both
62,learning,74,handle,prior,single_action,0.383,0.741,chrome,1470,600,1536,864,FALSE,deductive reasoning ,thank you. a3c0lpvn749uf3: id in case of errors in submission software communication,33,f,english,194.597,29.933,3,single_action,handle
62,learning,69,button,prior,single_action,0.358,0.741,chrome,1470,600,1536,864,FALSE,deductive reasoning ,thank you. a3c0lpvn749uf3: id in case of errors in submission software communication,33,f,english,194.597,29.933,3,single_action,handle
62,learning,50,both,prior,both_actions,0.259,0.259,chrome,1470,600,1536,864,FALSE,deductive reasoning ,thank you. a3c0lpvn749uf3: id in case of errors in submission software communication,33,f,english,194.597,29.933,3,single_action,handle
63,presentation,74,both,prior,both_actions,0.409,0.409,chrome,1292,623,1366,768,FALSE,options,no,27,f,english,134.095,7.015,2,single_action,handle
63,presentation,78,handle,prior,single_action,0.431,0.591,chrome,1292,623,1366,768,FALSE,options,no,27,f,english,134.095,7.015,2,single_action,handle
63,presentation,29,button,prior,single_action,0.16,0.591,chrome,1292,623,1366,768,FALSE,options,no,27,f,english,134.095,7.015,2,single_action,handle
64,presentation,93,handle,prior,single_action,0.323,0.67,chrome,580,600,1366,768,FALSE,i'm not sure.,no.,30,m,english,177.859,57.314,2,both_actions,both
64,presentation,95,both,prior,both_actions,0.33,0.33,chrome,580,600,1366,768,FALSE,i'm not sure.,no.,30,m,english,177.859,57.314,2,both_actions,both
64,presentation,100,button,prior,single_action,0.347,0.67,chrome,580,600,1366,768,FALSE,i'm not sure.,no.,30,m,english,177.859,57.314,2,both_actions,both
65,performance,57,handle,prior,single_action,0.385,0.926,chrome,1299,662,1366,768,FALSE,how we assign probability to something?,no,36,m,english,264.231,40.195,3,both_actions,both
65,performance,80,button,prior,single_action,0.541,0.926,chrome,1299,662,1366,768,FALSE,how we assign probability to something?,no,36,m,english,264.231,40.195,3,both_actions,both
65,performance,11,both,prior,both_actions,0.074,0.074,chrome,1299,662,1366,768,FALSE,how we assign probability to something?,no,36,m,english,264.231,40.195,3,both_actions,both
66,learning,26,button,prior,single_action,0.239,0.495,firefox,1230,676,1280,800,FALSE,to see how i problem solve. ,"yeah, it jumped at the end and played some music, and then quickly moved to a slider screen at the end. i did the sliders twice. ",30,m,english,179.233,53.542,3,both_actions,both
66,learning,28,handle,prior,single_action,0.257,0.495,firefox,1230,676,1280,800,FALSE,to see how i problem solve. ,"yeah, it jumped at the end and played some music, and then quickly moved to a slider screen at the end. i did the sliders twice. ",30,m,english,179.233,53.542,3,both_actions,both
66,learning,55,both,prior,both_actions,0.505,0.505,firefox,1230,676,1280,800,FALSE,to see how i problem solve. ,"yeah, it jumped at the end and played some music, and then quickly moved to a slider screen at the end. i did the sliders twice. ",30,m,english,179.233,53.542,3,both_actions,both
67,performance,35,button,prior,single_action,0.321,0.651,chrome,1533,600,1600,900,FALSE,probability and problem solving.,,48,f,english,203.795,24.333,3,both_actions,both
67,performance,36,handle,prior,single_action,0.33,0.651,chrome,1533,600,1600,900,FALSE,probability and problem solving.,,48,f,english,203.795,24.333,3,both_actions,both
67,performance,38,both,prior,both_actions,0.349,0.349,chrome,1533,600,1600,900,FALSE,probability and problem solving.,,48,f,english,203.795,24.333,3,both_actions,both
68,presentation,29,handle,prior,single_action,0.201,0.771,chrome,464,524,1920,1080,FALSE,i'm not sure,,26,female,english,369.457,13.196,1,both_actions,both
68,presentation,33,both,prior,both_actions,0.229,0.229,chrome,464,524,1920,1080,FALSE,i'm not sure,,26,female,english,369.457,13.196,1,both_actions,both
68,presentation,82,button,prior,single_action,0.569,0.771,chrome,464,524,1920,1080,FALSE,i'm not sure,,26,female,english,369.457,13.196,1,both_actions,both
69,presentation,60,handle,prior,single_action,0.357,0.542,chrome,1219,797,1440,900,FALSE,to see how different people see how toys work without labels.,nothing broken.,31,f,english,168.264,24.539,3,single_action,handle
69,presentation,31,button,prior,single_action,0.185,0.542,chrome,1219,797,1440,900,FALSE,to see how different people see how toys work without labels.,nothing broken.,31,f,english,168.264,24.539,3,single_action,handle
69,presentation,77,both,prior,both_actions,0.458,0.458,chrome,1219,797,1440,900,FALSE,to see how different people see how toys work without labels.,nothing broken.,31,f,english,168.264,24.539,3,single_action,handle
70,performance,72,button,prior,single_action,0.272,0.623,chrome,1299,678,1366,768,FALSE,not sure,no,39,f,english,215.512,52.113,3,single_action,button
70,performance,100,both,prior,both_actions,0.377,0.377,chrome,1299,678,1366,768,FALSE,not sure,no,39,f,english,215.512,52.113,3,single_action,button
70,performance,93,handle,prior,single_action,0.351,0.623,chrome,1299,678,1366,768,FALSE,not sure,no,39,f,english,215.512,52.113,3,single_action,button
71,performance,83,button,prior,single_action,0.413,0.507,chrome,1853,974,1920,1080,FALSE,i'm not sure,no,34,f,english,161.214,22.055,3,both_actions,both
71,performance,19,handle,prior,single_action,0.095,0.507,chrome,1853,974,1920,1080,FALSE,i'm not sure,no,34,f,english,161.214,22.055,3,both_actions,both
71,performance,99,both,prior,both_actions,0.493,0.493,chrome,1853,974,1920,1080,FALSE,i'm not sure,no,34,f,english,161.214,22.055,3,both_actions,both
72,performance,1,both,prior,both_actions,0.005,0.005,chrome,1016,510,1366,768,FALSE,no idea,no,42,f,bulgarian,203.741,27.137,3,single_action,button
72,performance,100,button,prior,single_action,0.498,0.995,chrome,1016,510,1366,768,FALSE,no idea,no,42,f,bulgarian,203.741,27.137,3,single_action,button
72,performance,100,handle,prior,single_action,0.498,0.995,chrome,1016,510,1366,768,FALSE,no idea,no,42,f,bulgarian,203.741,27.137,3,single_action,button
73,presentation,100,both,prior,both_actions,0.361,0.361,chrome,1709,854,1600,900,FALSE,reading instructions,no,48,f,english,117.767,13.223,3,both_actions,both
73,presentation,90,button,prior,single_action,0.325,0.639,chrome,1709,854,1600,900,FALSE,reading instructions,no,48,f,english,117.767,13.223,3,both_actions,both
73,presentation,87,handle,prior,single_action,0.314,0.639,chrome,1709,854,1600,900,FALSE,reading instructions,no,48,f,english,117.767,13.223,3,both_actions,both
74,performance,31,handle,prior,single_action,0.29,0.57,chrome,1176,614,1366,768,FALSE,logical reasoning.,the task was quick and interesting.,51,m,english,466.609,40.415,3,both_actions,both
74,performance,30,button,prior,single_action,0.28,0.57,chrome,1176,614,1366,768,FALSE,logical reasoning.,the task was quick and interesting.,51,m,english,466.609,40.415,3,both_actions,both
74,performance,46,both,prior,both_actions,0.43,0.43,chrome,1176,614,1366,768,FALSE,logical reasoning.,the task was quick and interesting.,51,m,english,466.609,40.415,3,both_actions,both
75,performance,63,both,prior,both_actions,0.323,0.323,chrome,1331,668,1536,864,FALSE,i am not sure,no,41,f,english,162.584,33.848,3,single_action,button
75,performance,64,button,prior,single_action,0.328,0.677,chrome,1331,668,1536,864,FALSE,i am not sure,no,41,f,english,162.584,33.848,3,single_action,button
75,performance,68,handle,prior,single_action,0.349,0.677,chrome,1331,668,1536,864,FALSE,i am not sure,no,41,f,english,162.584,33.848,3,single_action,button
1,performance,79,handle,posterior,single_action,0.339,0.67,chrome,1289,648,1366,768,FALSE,i don't know,none,27,f,english,142.031,14.077,3,both_actions,both
1,performance,77,both,posterior,both_actions,0.33,0.33,chrome,1289,648,1366,768,FALSE,i don't know,none,27,f,english,142.031,14.077,3,both_actions,both
1,performance,77,button,posterior,single_action,0.33,0.67,chrome,1289,648,1366,768,FALSE,i don't know,none,27,f,english,142.031,14.077,3,both_actions,both
2,learning,1,handle,posterior,single_action,0.01,0.99,chrome,1230,676,1280,800,FALSE,logic,no,35,f,english,140.12,29.647,3,single_action,button
2,learning,100,button,posterior,single_action,0.98,0.99,chrome,1230,676,1280,800,FALSE,logic,no,35,f,english,140.12,29.647,3,single_action,button
2,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1230,676,1280,800,FALSE,logic,no,35,f,english,140.12,29.647,3,single_action,button
3,learning,100,button,posterior,single_action,0.98,0.99,chrome,1028,600,1093,615,FALSE,if i could figure out which music box it was.,no.,47,m,english,236.229,74.277,3,single_action,button
3,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1028,600,1093,615,FALSE,if i could figure out which music box it was.,no.,47,m,english,236.229,74.277,3,single_action,button
3,learning,1,handle,posterior,single_action,0.01,0.99,chrome,1028,600,1093,615,FALSE,if i could figure out which music box it was.,no.,47,m,english,236.229,74.277,3,single_action,button
4,learning,33,both,posterior,both_actions,0.204,0.204,chrome,1082,600,1920,1080,FALSE,studying how people reason about cause and effect.,no problems.,30,male,english,255.826,31.907,3,both_actions,both
4,learning,64,button,posterior,single_action,0.395,0.796,chrome,1082,600,1920,1080,FALSE,studying how people reason about cause and effect.,no problems.,30,male,english,255.826,31.907,3,both_actions,both
4,learning,65,handle,posterior,single_action,0.401,0.796,chrome,1082,600,1920,1080,FALSE,studying how people reason about cause and effect.,no problems.,30,male,english,255.826,31.907,3,both_actions,both
5,learning,73,handle,posterior,single_action,0.317,0.565,chrome,1533,769,1600,900,FALSE,i'm not sure,no,34,f,english,635.05,31.619,3,both_actions,both
5,learning,57,button,posterior,single_action,0.248,0.565,chrome,1533,769,1600,900,FALSE,i'm not sure,no,34,f,english,635.05,31.619,3,both_actions,both
5,learning,100,both,posterior,both_actions,0.435,0.435,chrome,1533,769,1600,900,FALSE,i'm not sure,no,34,f,english,635.05,31.619,3,both_actions,both
6,performance,100,both,posterior,both_actions,0.333,0.333,chrome,1076,681,1280,800,FALSE,reasoning,no,38,m,english,159.828,20.912,3,both_actions,both
6,performance,100,handle,posterior,single_action,0.333,0.667,chrome,1076,681,1280,800,FALSE,reasoning,no,38,m,english,159.828,20.912,3,both_actions,both
6,performance,100,button,posterior,single_action,0.333,0.667,chrome,1076,681,1280,800,FALSE,reasoning,no,38,m,english,159.828,20.912,3,both_actions,both
7,presentation,72,both,posterior,both_actions,0.419,0.419,chrome,1016,510,1366,768,FALSE,risk accessment bias,no comment,63,m,english,223.658,26.923,3,both_actions,both
7,presentation,50,handle,posterior,single_action,0.291,0.581,chrome,1016,510,1366,768,FALSE,risk accessment bias,no comment,63,m,english,223.658,26.923,3,both_actions,both
7,presentation,50,button,posterior,single_action,0.291,0.581,chrome,1016,510,1366,768,FALSE,risk accessment bias,no comment,63,m,english,223.658,26.923,3,both_actions,both
8,presentation,50,handle,posterior,single_action,0.495,0.99,chrome,1176,588,1366,768,FALSE,logical guessing,no,49,f,english,357.264,53.916,3,both_actions,both
8,presentation,1,both,posterior,both_actions,0.01,0.01,chrome,1176,588,1366,768,FALSE,logical guessing,no,49,f,english,357.264,53.916,3,both_actions,both
8,presentation,50,button,posterior,single_action,0.495,0.99,chrome,1176,588,1366,768,FALSE,logical guessing,no,49,f,english,357.264,53.916,3,both_actions,both
9,learning,99,button,posterior,single_action,0.615,0.646,chrome,1843,1080,1920,1200,FALSE,understanding how an action can make something work.,great survey and would love to work on others from you in the future. ,31,f,english,208.604,52.55,3,single_action,button
9,learning,5,handle,posterior,single_action,0.031,0.646,chrome,1843,1080,1920,1200,FALSE,understanding how an action can make something work.,great survey and would love to work on others from you in the future. ,31,f,english,208.604,52.55,3,single_action,button
9,learning,57,both,posterior,both_actions,0.354,0.354,chrome,1843,1080,1920,1200,FALSE,understanding how an action can make something work.,great survey and would love to work on others from you in the future. ,31,f,english,208.604,52.55,3,single_action,button
10,performance,1,both,posterior,both_actions,0.01,0.01,chrome,1175,615,1366,768,FALSE,i have no idea.,no.,42,f,english,196.382,44.338,3,single_action,handle
10,performance,100,handle,posterior,single_action,0.98,0.99,chrome,1175,615,1366,768,FALSE,i have no idea.,no.,42,f,english,196.382,44.338,3,single_action,handle
10,performance,1,button,posterior,single_action,0.01,0.99,chrome,1175,615,1366,768,FALSE,i have no idea.,no.,42,f,english,196.382,44.338,3,single_action,handle
11,performance,85,button,posterior,single_action,0.57,0.718,chrome,1111,625,1366,768,FALSE,i'm not really sure.,no,40,f,english,400.412,28.651,0,single_action,button
11,performance,42,both,posterior,both_actions,0.282,0.282,chrome,1111,625,1366,768,FALSE,i'm not really sure.,no,40,f,english,400.412,28.651,0,single_action,button
11,performance,22,handle,posterior,single_action,0.148,0.718,chrome,1111,625,1366,768,FALSE,i'm not really sure.,no,40,f,english,400.412,28.651,0,single_action,button
12,learning,100,handle,posterior,single_action,0.98,0.99,chrome,1870,600,1920,1080,FALSE,how we would go about coming to a definitive conclusion after figuring out the instructions to a toy.,"no other comment, other than i tried my best.",28,m,english,1709.973,436.087,3,single_action,handle
12,learning,1,button,posterior,single_action,0.01,0.99,chrome,1870,600,1920,1080,FALSE,how we would go about coming to a definitive conclusion after figuring out the instructions to a toy.,"no other comment, other than i tried my best.",28,m,english,1709.973,436.087,3,single_action,handle
12,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1870,600,1920,1080,FALSE,how we would go about coming to a definitive conclusion after figuring out the instructions to a toy.,"no other comment, other than i tried my best.",28,m,english,1709.973,436.087,3,single_action,handle
13,presentation,30,handle,posterior,single_action,0.323,0.667,chrome,1342,929,1920,1080,FALSE,if you're willing to gamble that it's not bothmusiclight and only trigger one of the inputs.,,27,m,english,219.206,22.69,3,both_actions,both
13,presentation,32,button,posterior,single_action,0.344,0.667,chrome,1342,929,1920,1080,FALSE,if you're willing to gamble that it's not bothmusiclight and only trigger one of the inputs.,,27,m,english,219.206,22.69,3,both_actions,both
13,presentation,31,both,posterior,both_actions,0.333,0.333,chrome,1342,929,1920,1080,FALSE,if you're willing to gamble that it's not bothmusiclight and only trigger one of the inputs.,,27,m,english,219.206,22.69,3,both_actions,both
14,performance,20,button,posterior,single_action,0.161,0.282,chrome,1470,759,1536,864,FALSE,how we learn,no,44,m,english,311.708,18.015,2,both_actions,both
14,performance,89,both,posterior,both_actions,0.718,0.718,chrome,1470,759,1536,864,FALSE,how we learn,no,44,m,english,311.708,18.015,2,both_actions,both
14,performance,15,handle,posterior,single_action,0.121,0.282,chrome,1470,759,1536,864,FALSE,how we learn,no,44,m,english,311.708,18.015,2,both_actions,both
15,learning,1,handle,posterior,single_action,0.01,0.99,chrome,1375,826,1440,900,FALSE,figuring out which design is more intuitive,,39,female,english,251.069,47.192,3,single_action,button
15,learning,100,button,posterior,single_action,0.98,0.99,chrome,1375,826,1440,900,FALSE,figuring out which design is more intuitive,,39,female,english,251.069,47.192,3,single_action,button
15,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1375,826,1440,900,FALSE,figuring out which design is more intuitive,,39,female,english,251.069,47.192,3,single_action,button
16,learning,1,button,posterior,single_action,0.01,0.02,chrome,1749,883,1366,768,FALSE,accuracy of a job,,34,male,english,398.588,33.112,2,both_actions,both
16,learning,100,both,posterior,both_actions,0.98,0.98,chrome,1749,883,1366,768,FALSE,accuracy of a job,,34,male,english,398.588,33.112,2,both_actions,both
16,learning,1,handle,posterior,single_action,0.01,0.02,chrome,1749,883,1366,768,FALSE,accuracy of a job,,34,male,english,398.588,33.112,2,both_actions,both
17,learning,1,handle,posterior,single_action,0.01,0.99,chrome,996,1228,1080,1920,FALSE,using logic and process of elimination to predict outcome,no comments,64,f,english,407.597,72.927,3,single_action,button
17,learning,1,both,posterior,both_actions,0.01,0.01,chrome,996,1228,1080,1920,FALSE,using logic and process of elimination to predict outcome,no comments,64,f,english,407.597,72.927,3,single_action,button
17,learning,100,button,posterior,single_action,0.98,0.99,chrome,996,1228,1080,1920,FALSE,using logic and process of elimination to predict outcome,no comments,64,f,english,407.597,72.927,3,single_action,button
18,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1091,703,1280,800,FALSE,i don't know,everything seemed to work well,33,f,english,228.034,50.725,3,single_action,button
18,learning,1,handle,posterior,single_action,0.01,0.99,chrome,1091,703,1280,800,FALSE,i don't know,everything seemed to work well,33,f,english,228.034,50.725,3,single_action,button
18,learning,100,button,posterior,single_action,0.98,0.99,chrome,1091,703,1280,800,FALSE,i don't know,everything seemed to work well,33,f,english,228.034,50.725,3,single_action,button
19,presentation,65,both,posterior,both_actions,0.297,0.297,chrome,1635,787,1280,720,FALSE,not really sure,no,46,f,english,225.095,26.57,3,both_actions,both
19,presentation,62,button,posterior,single_action,0.283,0.703,chrome,1635,787,1280,720,FALSE,not really sure,no,46,f,english,225.095,26.57,3,both_actions,both
19,presentation,92,handle,posterior,single_action,0.42,0.703,chrome,1635,787,1280,720,FALSE,not really sure,no,46,f,english,225.095,26.57,3,both_actions,both
20,learning,91,handle,posterior,single_action,0.324,0.68,chrome,1299,637,1366,768,FALSE,?,na,25,female,english,202.262,43.502,2,both_actions,both
20,learning,90,both,posterior,both_actions,0.32,0.32,chrome,1299,637,1366,768,FALSE,?,na,25,female,english,202.262,43.502,2,both_actions,both
20,learning,100,button,posterior,single_action,0.356,0.68,chrome,1299,637,1366,768,FALSE,?,na,25,female,english,202.262,43.502,2,both_actions,both
21,learning,31,button,posterior,single_action,0.32,0.649,chrome,392,600,412,732,TRUE,not sure,nope,27,f,english,285.838,60.183,3,single_action,button
21,learning,32,handle,posterior,single_action,0.33,0.649,chrome,392,600,412,732,TRUE,not sure,nope,27,f,english,285.838,60.183,3,single_action,button
21,learning,34,both,posterior,both_actions,0.351,0.351,chrome,392,600,412,732,TRUE,not sure,nope,27,f,english,285.838,60.183,3,single_action,button
22,learning,68,both,posterior,both_actions,0.312,0.312,chrome,1390,600,1440,900,FALSE,no sure,no,38,m,english,346.701,10.048,3,single_action,handle
22,learning,77,button,posterior,single_action,0.353,0.688,chrome,1390,600,1440,900,FALSE,no sure,no,38,m,english,346.701,10.048,3,single_action,handle
22,learning,73,handle,posterior,single_action,0.335,0.688,chrome,1390,600,1440,900,FALSE,no sure,no,38,m,english,346.701,10.048,3,single_action,handle
23,performance,71,both,posterior,both_actions,0.392,0.392,chrome,1217,615,1600,900,FALSE,"i have no idea, some kind of reasoning ",,44,f,english ,168.33,17.239,1,both_actions,both
23,performance,54,handle,posterior,single_action,0.298,0.608,chrome,1217,615,1600,900,FALSE,"i have no idea, some kind of reasoning ",,44,f,english ,168.33,17.239,1,both_actions,both
23,performance,56,button,posterior,single_action,0.309,0.608,chrome,1217,615,1600,900,FALSE,"i have no idea, some kind of reasoning ",,44,f,english ,168.33,17.239,1,both_actions,both
24,learning,86,handle,posterior,single_action,0.376,0.703,chrome,1357,777,1280,800,FALSE,not too sure exactly. ,everything worked and was interesting. thank you!,33,male,english,208.032,42.273,3,single_action,button
24,learning,75,button,posterior,single_action,0.328,0.703,chrome,1357,777,1280,800,FALSE,not too sure exactly. ,everything worked and was interesting. thank you!,33,male,english,208.032,42.273,3,single_action,button
24,learning,68,both,posterior,both_actions,0.297,0.297,chrome,1357,777,1280,800,FALSE,not too sure exactly. ,everything worked and was interesting. thank you!,33,male,english,208.032,42.273,3,single_action,button
25,presentation,71,both,posterior,both_actions,0.318,0.318,firefox,1533,600,1600,900,FALSE,how people make estimates based on only certain information.,"no, i do not.",45,f,english,306.109,25.35,3,both_actions,both
25,presentation,74,handle,posterior,single_action,0.332,0.682,firefox,1533,600,1600,900,FALSE,how people make estimates based on only certain information.,"no, i do not.",45,f,english,306.109,25.35,3,both_actions,both
25,presentation,78,button,posterior,single_action,0.35,0.682,firefox,1533,600,1600,900,FALSE,how people make estimates based on only certain information.,"no, i do not.",45,f,english,306.109,25.35,3,both_actions,both
26,presentation,30,button,posterior,single_action,0.185,0.383,chrome,1299,637,1366,768,FALSE,i think that this task was about using logic to narrow down options to the most likely option,thanks for the opportunity to participate and good luck with your research!,51,m,english,204.262,17.502,3,both_actions,both
26,presentation,32,handle,posterior,single_action,0.198,0.383,chrome,1299,637,1366,768,FALSE,i think that this task was about using logic to narrow down options to the most likely option,thanks for the opportunity to participate and good luck with your research!,51,m,english,204.262,17.502,3,both_actions,both
26,presentation,100,both,posterior,both_actions,0.617,0.617,chrome,1299,637,1366,768,FALSE,i think that this task was about using logic to narrow down options to the most likely option,thanks for the opportunity to participate and good luck with your research!,51,m,english,204.262,17.502,3,both_actions,both
27,learning,100,button,posterior,single_action,0.498,0.995,chrome,1853,974,1920,1080,FALSE,understanding instructions,no,25,f,english,109.051,22.35,1,single_action,button
27,learning,1,both,posterior,both_actions,0.005,0.005,chrome,1853,974,1920,1080,FALSE,understanding instructions,no,25,f,english,109.051,22.35,1,single_action,button
27,learning,100,handle,posterior,single_action,0.498,0.995,chrome,1853,974,1920,1080,FALSE,understanding instructions,no,25,f,english,109.051,22.35,1,single_action,button
28,presentation,34,handle,posterior,single_action,0.178,0.555,chrome,1837,922,1920,1080,FALSE,perceptions,interesting,39,f,english,373.283,34.581,3,both_actions,both
28,presentation,72,button,posterior,single_action,0.377,0.555,chrome,1837,922,1920,1080,FALSE,perceptions,interesting,39,f,english,373.283,34.581,3,both_actions,both
28,presentation,85,both,posterior,both_actions,0.445,0.445,chrome,1837,922,1920,1080,FALSE,perceptions,interesting,39,f,english,373.283,34.581,3,both_actions,both
29,learning,1,both,posterior,both_actions,0.01,0.01,chrome,1150,850,1280,800,FALSE,logic,n/a,27,m,english,321.476,175.022,3,single_action,button
29,learning,1,handle,posterior,single_action,0.01,0.99,chrome,1150,850,1280,800,FALSE,logic,n/a,27,m,english,321.476,175.022,3,single_action,button
29,learning,100,button,posterior,single_action,0.98,0.99,chrome,1150,850,1280,800,FALSE,logic,n/a,27,m,english,321.476,175.022,3,single_action,button
30,presentation,1,both,posterior,both_actions,0.01,0.01,chrome,1680,885,1920,1080,FALSE,i'm not entirely certain,"no further comment, at this time",34,m,english,131.613,20.457,3,single_action,button
30,presentation,1,handle,posterior,single_action,0.01,0.99,chrome,1680,885,1920,1080,FALSE,i'm not entirely certain,"no further comment, at this time",34,m,english,131.613,20.457,3,single_action,button
30,presentation,100,button,posterior,single_action,0.98,0.99,chrome,1680,885,1920,1080,FALSE,i'm not entirely certain,"no further comment, at this time",34,m,english,131.613,20.457,3,single_action,button
31,performance,1,button,posterior,single_action,0.005,0.502,firefox,1199,869,1280,1024,FALSE,"i am not sure, maybe how we read directions and apply them.",no,63,f,english,249.862,14.876,3,single_action,handle
31,performance,100,both,posterior,both_actions,0.498,0.498,firefox,1199,869,1280,1024,FALSE,"i am not sure, maybe how we read directions and apply them.",no,63,f,english,249.862,14.876,3,single_action,handle
31,performance,100,handle,posterior,single_action,0.498,0.502,firefox,1199,869,1280,1024,FALSE,"i am not sure, maybe how we read directions and apply them.",no,63,f,english,249.862,14.876,3,single_action,handle
32,performance,50,both,posterior,both_actions,0.329,0.329,chrome,340,600,360,640,TRUE,paying attention and understanding directions,"no, it worked fine. ",35,m,english,200.79,24.538,3,both_actions,both
32,performance,51,handle,posterior,single_action,0.336,0.671,chrome,340,600,360,640,TRUE,paying attention and understanding directions,"no, it worked fine. ",35,m,english,200.79,24.538,3,both_actions,both
32,performance,51,button,posterior,single_action,0.336,0.671,chrome,340,600,360,640,TRUE,paying attention and understanding directions,"no, it worked fine. ",35,m,english,200.79,24.538,3,both_actions,both
33,performance,49,button,posterior,single_action,0.327,0.667,chrome,1128,932,2048,1152,FALSE,how people understand the workings of systems.,no,32,m,english,166.953,14.36,3,both_actions,both
33,performance,51,handle,posterior,single_action,0.34,0.667,chrome,1128,932,2048,1152,FALSE,how people understand the workings of systems.,no,32,m,english,166.953,14.36,3,both_actions,both
33,performance,50,both,posterior,both_actions,0.333,0.333,chrome,1128,932,2048,1152,FALSE,how people understand the workings of systems.,no,32,m,english,166.953,14.36,3,both_actions,both
34,performance,55,handle,posterior,single_action,0.331,0.663,chrome,1636,828,1366,768,FALSE,logical thinking/reading comprehension,,30,m,english,121.112,15.517,3,both_actions,both
34,performance,55,button,posterior,single_action,0.331,0.663,chrome,1636,828,1366,768,FALSE,logical thinking/reading comprehension,,30,m,english,121.112,15.517,3,both_actions,both
34,performance,56,both,posterior,both_actions,0.337,0.337,chrome,1636,828,1366,768,FALSE,logical thinking/reading comprehension,,30,m,english,121.112,15.517,3,both_actions,both
35,learning,100,handle,posterior,single_action,0.333,0.667,chrome,1299,675,1366,768,FALSE,figuring out a music box toy,everything worked great,37,f,english,229.413,34.973,3,both_actions,both
35,learning,100,both,posterior,both_actions,0.333,0.333,chrome,1299,675,1366,768,FALSE,figuring out a music box toy,everything worked great,37,f,english,229.413,34.973,3,both_actions,both
35,learning,100,button,posterior,single_action,0.333,0.667,chrome,1299,675,1366,768,FALSE,figuring out a music box toy,everything worked great,37,f,english,229.413,34.973,3,both_actions,both
36,presentation,80,both,posterior,both_actions,0.367,0.367,chrome,1217,615,1600,900,FALSE,"i think it had something to do with logic, like, possibilites and exclusions.","this was fun. it worked fine, and the music and graphic were nice.",50,f,english,267.243,26.484,3,both_actions,both
36,presentation,80,button,posterior,single_action,0.367,0.633,chrome,1217,615,1600,900,FALSE,"i think it had something to do with logic, like, possibilites and exclusions.","this was fun. it worked fine, and the music and graphic were nice.",50,f,english,267.243,26.484,3,both_actions,both
